기관명,구,동,요양종별,진료시간(월요일)S,진료시간(월요일)C,진료시간(화요일)S,진료시간(화요일)C,진료시간(수요일)S,진료시간(수요일)C,진료시간(목요일)S,진료시간(목요일)C,진료시간(금요일)S,진료시간(금요일)C,진료시간(토요일)S,진료시간(토요일)C,진료시간(일요일)S,진료시간(일요일)C,진료시간(공휴일)S,진료시간(공휴일)C,경도,위도,전화번호,야간진료여부
코코이비인후과의원,송파구,거여동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1300.0,900.0,1800.0,900.0,1800.0,127.14448399601,37.4926338265085,02-449-5075,False
코코이비인후과의원,종로구,종로5가,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,127.000555911427,37.5712030777956,02-763-1333,True
코코이비인후과의원,용산구,한강로2가,의원,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,830.0,1300.0,900.0,1800.0,900.0,1300.0,126.966653789116,37.5288173852679,02-794-7990,False
퀸스메디산부인과의원,노원구,공릉동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1730.0,900.0,1530.0,1000.0,1300.0,1000.0,1300.0,127.072987056792,37.6245300844681,02-948-7588,True
신도림경희한의원,구로구,신도림동,의원,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1400.0,2000.0,1000.0,2000.0,1000.0,1400.0,900.0,1200.0,830.0,1400.0,126.8883772472395,37.509911196409085,02-3439-7510,True
크리스트의원,영등포구,대림동,의원,900.0,1700.0,900.0,1700.0,900.0,1700.0,1000.0,1830.0,900.0,1700.0,900.0,1330.0,900.0,1600.0,900.0,1800.0,126.903723388217,37.4889286309942,02-847-1002,True
큰사랑산부인과의원,금천구,독산동,의원,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1300.0,900.0,1600.0,900.0,1600.0,126.893113094685,37.4666934155115,02-893-2322,True
큰사랑의원,광진구,중곡동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1600.0,900.0,1600.0,127.083229831295,37.5712175286905,02-491-8549,False
생기한의원,금천구,독산동,의원,1200.0,2000.0,1200.0,2000.0,1200.0,2000.0,1200.0,2000.0,1200.0,2000.0,1000.0,1500.0,900.0,2200.0,900.0,2200.0,126.89311445243771,37.46669251573641,02-891-7572,True
큰열매여성의원,광진구,중곡동,의원,930.0,1830.0,930.0,2100.0,930.0,1830.0,930.0,1830.0,930.0,2100.0,930.0,1400.0,900.0,1600.0,900.0,1600.0,127.087932308087,37.5557468091012,02-454-3576,True
클리어의원,강남구,논현동,의원,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,930.0,1530.0,900.0,1600.0,900.0,1600.0,127.023138087086,37.508269022981,02-2058-0701,True
클린외과의원,서초구,반포동,의원,830.0,1730.0,830.0,1730.0,830.0,1730.0,1000.0,1900.0,830.0,1730.0,830.0,1430.0,900.0,1600.0,930.0,1800.0,127.0236060234185,37.504422719679326,02-515-0310,True
클린이비인후과의원,동작구,알수 없음,의원,910.0,1830.0,910.0,1830.0,910.0,1830.0,910.0,1830.0,910.0,1830.0,910.0,1300.0,900.0,1600.0,930.0,1800.0,126.9485560815474,37.503321407493935,02-822-1000,True
키앤키즈의원,송파구,잠실동,의원,1000.0,1700.0,1000.0,1700.0,1000.0,1700.0,1030.0,1930.0,1000.0,1700.0,1000.0,1700.0,1030.0,1700.0,930.0,1800.0,127.08424271334044,37.51207835639217,02-415-0467,True
키움성장의원,서초구,반포동,의원,1000.0,1800.0,1100.0,1700.0,1000.0,1800.0,1100.0,1700.0,1000.0,1800.0,900.0,1300.0,1100.0,1500.0,1100.0,1500.0,127.00104331257616,37.50437101339168,02-532-8575,False
키즈맘소아청소년과의원,송파구,신천동,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,1000.0,1800.0,830.0,1830.0,830.0,1330.0,1100.0,1500.0,1100.0,1500.0,127.11298451026848,37.520314307710926,02-416-7770,True
키즈쑥쑥소아청소년과의원,성북구,정릉동,의원,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,830.0,1330.0,1100.0,1500.0,1100.0,1500.0,127.01825707929466,37.59930328094939,02-909-0100,False
키즈엘소아청소년과의원,광진구,자양동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,1100.0,1500.0,1100.0,1500.0,127.06794619470898,37.533345756028595,02-468-2020,True
서울미라클의원,양천구,신정동,의원,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1630.0,1000.0,2200.0,930.0,1830.0,126.854440172812,37.5173342679085,02-6952-7503,True
키즈웰소아청소년과의원,중랑구,묵동,의원,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,127.0774083436032,37.61343160321585,02-972-7975,True
키즈위즈소아청소년과의원,송파구,신천동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,900.0,1800.0,900.0,1800.0,127.10421332969024,37.521243647653286,02-466-0770,True
키즈힐소아청소년과의원,강남구,신사동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,900.0,1800.0,900.0,1800.0,127.03095263602889,37.5274056264408,02-518-2240,True
키탑소아청소년과의원,송파구,문정동,의원,900.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,830.0,1700.0,900.0,1800.0,900.0,1800.0,127.120453991896,37.4868314347245,02-400-7402,True
킨더웰소아청소년과의원,중구,신당동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1100.0,1500.0,1000.0,1700.0,127.013023379599,37.558442272308,02-2232-7757,False
킴스아산의원,관악구,봉천동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,126.958274612985,37.4879253230576,02-883-7282,False
킴스의원,송파구,거여동,의원,830.0,1930.0,830.0,1930.0,830.0,1930.0,830.0,1930.0,830.0,1800.0,830.0,1400.0,900.0,1800.0,900.0,1800.0,127.1463719369158,37.49279926991477,02-402-6555,True
킴앤리소아청소년과이비인후과의원,영등포구,문래동6가,의원,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1830.0,900.0,1830.0,900.0,1500.0,900.0,1800.0,900.0,1800.0,126.88896552145437,37.51927775145104,02-2677-7575,True
타브로항외과의원,영등포구,영등포동5가,의원,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1230.0,900.0,1800.0,900.0,1800.0,126.90538478030454,37.521449947062045,02-2632-7175,False
타운내과의원,도봉구,도봉동,의원,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1230.0,900.0,1800.0,900.0,1740.0,127.0445921497988,37.677085053944,02-954-7038,False
타임리스피부과의원,강남구,도곡동,의원,930.0,2000.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,2000.0,930.0,1500.0,1000.0,1800.0,900.0,1740.0,127.05331116477626,37.48908017018293,02-2135-7960,True
탑이비인후과의원,영등포구,영등포동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,900.0,1800.0,900.0,1730.0,126.90542302246884,37.5135571902814,02-833-6689,True
태능성모의원,중랑구,중화동,의원,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1400.0,900.0,1800.0,930.0,1300.0,127.07904732552896,37.60228302534236,02-492-4628,True
태릉정원내과의원,노원구,공릉동,의원,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1300.0,900.0,2200.0,900.0,2200.0,127.0745549940428,37.61993632181913,02-979-0333,True
태영성모의원,구로구,구로동,의원,1000.0,1600.0,1000.0,1600.0,1000.0,1600.0,1000.0,1600.0,1000.0,1600.0,900.0,1800.0,900.0,1600.0,900.0,1800.0,126.88907685927148,37.505195166454534,02-858-7661,False
토마토마취통증의학과의원,도봉구,방학동,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1400.0,1000.0,1300.0,830.0,1830.0,127.035579342152,37.6655545838399,02-3492-7113,True
드림이비인후과의원,용산구,이촌동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1500.0,930.0,1800.0,930.0,1830.0,126.97187711918,37.5201457860245,02-790-5075,True
해맑은소아과의원,광진구,구의동,의원,1000.0,1900.0,1000.0,1830.0,1000.0,1900.0,1000.0,1830.0,1000.0,1830.0,1000.0,1400.0,800.0,1700.0,930.0,1700.0,127.092022929363,37.551384485075,02-3437-3722,True
튼튼사랑소아청소년과의원,마포구,신공덕동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,930.0,1600.0,930.0,1300.0,126.954924708995,37.544240240903,02-702-2191,False
튼튼소아과의원,동대문구,전농동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1600.0,930.0,1600.0,900.0,1300.0,127.0593174272986,37.57741819448281,02-2244-0075,True
튼튼소아과의원,은평구,신사동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1830.0,900.0,1300.0,930.0,1600.0,930.0,1300.0,126.909113934102,37.5958276437388,02-305-3875,True
튼튼소아과의원,성북구,정릉동,의원,900.0,1800.0,900.0,1800.0,900.0,1230.0,900.0,1800.0,900.0,1800.0,900.0,1200.0,930.0,1600.0,900.0,1300.0,127.01662419252,37.6035115988465,02-919-7557,False
이사랑치과의원,양천구,신월동,의원,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1330.0,1000.0,1400.0,1000.0,1400.0,126.8335466620646,37.521981430846104,02-2697-0803,True
튼튼소아청소년과의원,서초구,양재동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1300.0,930.0,1600.0,900.0,1300.0,127.045765205877,37.4718029719144,02-573-3984,True
튼튼소아청소년과의원,송파구,풍납동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,930.0,1600.0,900.0,1300.0,127.118672783875,37.5339692631435,02-471-0990,False
튼튼우리의원,강북구,수유동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1830.0,900.0,1300.0,930.0,1600.0,900.0,1300.0,127.01734565592,37.6336215220719,02-980-7575,True
티엘씨청담의원,강남구,청담동,의원,900.0,1900.0,900.0,1900.0,930.0,1830.0,900.0,1900.0,900.0,1900.0,900.0,1600.0,1000.0,1300.0,900.0,1400.0,127.046018085058,37.5267071258912,02-3444-0101,True
티티성형외과의원,강남구,논현동,의원,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,2100.0,1000.0,1700.0,1000.0,1300.0,900.0,1400.0,127.024113155649,37.5062072384237,02-6953-7566,True
파스텔연세소아청소년과의원,서초구,잠원동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1300.0,900.0,1400.0,127.010044199688,37.5103682208246,02-537-2123,False
파티마의원,노원구,중계동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1400.0,900.0,1400.0,127.08136593924,37.6494069250537,02-933-0081,False
퍼스트피부과의원,마포구,공덕동,의원,1000.0,2000.0,1000.0,2000.0,1000.0,2030.0,1000.0,2000.0,1000.0,2000.0,1000.0,1400.0,930.0,1300.0,900.0,1800.0,126.948750766953,37.5452545904697,02-707-3555,True
강남펜타힐의원,서초구,서초동,의원,930.0,1830.0,930.0,1830.0,1100.0,2000.0,900.0,1900.0,930.0,1830.0,900.0,1500.0,1000.0,1700.0,1000.0,1700.0,127.028843765138,37.4939069944418,1899-2536,True
편한내과의원,노원구,공릉동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,930.0,1500.0,900.0,1600.0,127.074354898622,37.6226068845517,02-949-2121,False
강남성모안과의원,서대문구,홍제동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,0.0,2359.0,126.9442923883,37.5889692455383,02-394-1001,True
편한연세내과의원,은평구,응암동,의원,930.0,1700.0,930.0,1700.0,930.0,1700.0,930.0,1300.0,930.0,1700.0,930.0,1300.0,1000.0,1800.0,900.0,1600.0,126.917609392344,37.5930153082521,02-373-3100,False
편한을지의원,노원구,공릉동,의원,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,1700.0,1000.0,1800.0,900.0,1600.0,127.079575883266,37.6233728320458,02-948-3997,True
평화가정의원,종로구,구기동,의원,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1400.0,1100.0,1500.0,900.0,1600.0,126.956582338236,37.6081902910913,02-3216-3250,True
포도나무정형외과의원,마포구,용강동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,910.0,1400.0,900.0,1800.0,126.938569090514,37.5438168735873,02-704-1051,False
포에버(FOREVER)의원,마포구,도화동,의원,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,1500.0,900.0,1300.0,900.0,1300.0,126.951422502066,37.542695620343,02-1600-8345,True
포에버의원,서대문구,홍제동,의원,930.0,1830.0,930.0,1830.0,930.0,2030.0,1000.0,2000.0,930.0,2030.0,930.0,1430.0,900.0,1300.0,900.0,1300.0,126.943219061658,37.5899629791299,1600-8349,True
포에버의원,강서구,등촌동,의원,1000.0,1900.0,1000.0,2100.0,1000.0,1900.0,1000.0,2100.0,1000.0,1900.0,1000.0,1500.0,900.0,1300.0,900.0,1300.0,126.853271958466,37.561600180512706,02-1577-8350,True
포유문산부인과의원,송파구,가락동,의원,900.0,1800.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,1500.0,900.0,1300.0,900.0,1300.0,127.1171535063832,37.49893392231487,02-443-1600,True
포이즌의원,성북구,동소문동6가,의원,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,2100.0,1000.0,1900.0,1000.0,1400.0,930.0,1600.0,900.0,1300.0,127.01616076916106,37.592947092196574,02-953-6553,True
표나실정형외과의원,서초구,방배동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1500.0,1030.0,1430.0,1030.0,1430.0,126.987282638623,37.4892182854701,02-525-7582,True
푸르메디의원,송파구,가락동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1030.0,1430.0,1030.0,1430.0,127.126114097948,37.5028743435851,02-401-3330,False
푸른가정의원,동작구,신대방동,의원,930.0,1750.0,930.0,1750.0,930.0,1750.0,930.0,1750.0,930.0,1750.0,900.0,1300.0,1030.0,1430.0,1030.0,1430.0,126.912566500917,37.4954099627716,02-833-0975,False
푸른가정의학과의원,양천구,목동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,1030.0,1430.0,1030.0,1430.0,126.867717063755,37.5364617449366,02-2653-1264,True
푸른꿈소아과의원,광진구,자양동,의원,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1300.0,1030.0,1430.0,1000.0,1800.0,127.082621278887,37.5316417083782,02-2201-2551,False
푸른내과의원,서초구,서초동,의원,900.0,1800.0,900.0,2000.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1030.0,1430.0,1000.0,1800.0,127.029849245333,37.4887143289998,02-525-7581,True
푸른성모이비인후과의원,강북구,수유동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,1030.0,1430.0,1000.0,1800.0,127.0201916763855,37.644987533160474,02-902-9901,True
푸른소아과의원,관악구,봉천동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,1030.0,1430.0,1000.0,1800.0,126.95993619853655,37.487499631340015,02-888-6975,False
푸른소아청소년내,송파구,장지동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,900.0,1300.0,900.0,1300.0,127.127416903996,37.4771576631775,02-429-4800,True
푸른숲소아청소년과의원,성북구,장위동,의원,830.0,1730.0,830.0,1730.0,830.0,1300.0,830.0,1730.0,830.0,1730.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,127.04942594090087,37.62012296298034,02-943-0777,False
푸른의원,중랑구,신내동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,127.09685639300235,37.607738761397115,02-3422-2216,True
푸른이비인후과의원,구로구,개봉동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,1330.0,1900.0,900.0,1900.0,900.0,1500.0,900.0,1300.0,900.0,1300.0,126.8557427350912,37.49127691733236,02-2615-5050,True
푸른이비인후과의원,중랑구,묵동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1500.0,900.0,1300.0,900.0,1300.0,127.07802672525824,37.6117823866796,02-948-5119,True
푸른이비인후과의원,강동구,강일동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1500.0,900.0,1300.0,900.0,1300.0,127.17450116691045,37.5721031367873,02-481-5222,True
푸른정형외과의원,은평구,증산동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,800.0,1300.0,900.0,1300.0,900.0,1300.0,126.90907901857592,37.583666746228346,02-372-0041,True
풍납배내과의원,송파구,풍납동,의원,900.0,1700.0,900.0,1700.0,900.0,1300.0,900.0,1700.0,900.0,1700.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,127.12147009788492,37.53698116561698,02-470-4778,False
프라나이비인후과의원,마포구,염리동,의원,930.0,1720.0,930.0,1720.0,930.0,1720.0,1000.0,1800.0,930.0,1720.0,930.0,1330.0,900.0,1300.0,900.0,1300.0,126.94690728164808,37.5518373727736,02-525-1713,False
프렌닥터연세내과의원,마포구,동교동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,1100.0,1900.0,1000.0,1900.0,126.9257692216318,37.55868031435428,02-322-7506,True
프리즘의원,은평구,증산동,의원,900.0,1830.0,900.0,2000.0,900.0,1830.0,1030.0,2030.0,900.0,2000.0,900.0,1400.0,1000.0,1600.0,1000.0,1600.0,126.90106766761528,37.578245333375406,02-6954-7700,True
플러스내과의원,중랑구,중화동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,1000.0,1630.0,1000.0,1600.0,127.078614617042,37.6017428102762,02-6952-7731,False
플레이트의원,강남구,대치동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1400.0,1000.0,1400.0,127.0650881542078,37.50259612570516,02-2039-7863,False
피오나여성의원,노원구,상계동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,2000.0,900.0,1500.0,1000.0,1700.0,1000.0,1300.0,127.06351419165,37.6567452176387,02-951-7111,True
필내과의원,양천구,신정동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1430.0,900.0,1430.0,126.858531213565,37.5215359278897,02-2646-8257,False
필립소아청소년과의원,양천구,목동,의원,900.0,1800.0,900.0,1800.0,900.0,1230.0,900.0,1800.0,900.0,1800.0,900.0,1230.0,1100.0,1800.0,900.0,1430.0,126.866336562907,37.5391374210157,070-4268-9747,False
필의원,구로구,구로동,의원,1000.0,2100.0,1400.0,2100.0,1000.0,2100.0,1400.0,2100.0,1000.0,2100.0,1000.0,1700.0,1000.0,1630.0,1000.0,1700.0,126.88269870264,37.5000087655668,02-862-7585,True
을지문덕정형외과의원,중구,을지로4가,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,830.0,1300.0,900.0,1300.0,900.0,1300.0,126.997549871848,37.5669798172021,02-2273-1006,True
하가정의학과의원,양천구,신월동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,1300.0,1800.0,1000.0,2000.0,126.842137823501,37.524261587996,02-2604-9998,True
하나가정의원,성동구,도선동,의원,830.0,1730.0,830.0,1730.0,830.0,1300.0,830.0,1730.0,830.0,1730.0,830.0,1300.0,1300.0,1800.0,1000.0,2000.0,127.035585916974,37.562403635681,02-2281-8912,True
하나내과의원,은평구,진관동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1300.0,1300.0,1800.0,1000.0,2000.0,126.919584718281,37.6348535294175,02-356-0022,True
하나로내과의원,동대문구,청량리동,의원,800.0,1630.0,800.0,1630.0,800.0,1630.0,800.0,1230.0,800.0,1630.0,800.0,1230.0,1300.0,1800.0,800.0,1300.0,127.04947793944,37.58388303362229,02-969-7350,False
하나수의원,금천구,시흥동,의원,930.0,1930.0,930.0,1900.0,930.0,1900.0,930.0,1230.0,930.0,1930.0,930.0,1400.0,930.0,1330.0,930.0,1530.0,126.92017896724846,37.45174988719758,02-894-1189,True
하나의원,동대문구,장안동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,830.0,1800.0,900.0,1830.0,900.0,1400.0,930.0,1330.0,900.0,1900.0,127.064148625984,37.5690973238702,02-2247-1287,True
하나의원,송파구,거여동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,930.0,1330.0,900.0,1900.0,127.144857278038,37.4928147420064,02-404-9879,True
하나의원,강서구,화곡동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1500.0,930.0,1330.0,900.0,1900.0,126.846951792085,37.5452448254915,02-2601-1190,True
김이중피부과의원,강동구,성내동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,930.0,1630.0,900.0,1300.0,127.135616051172,37.5273952498819,02-484-6455,False
하나의원,영등포구,도림동,의원,900.0,1730.0,900.0,1730.0,900.0,1300.0,900.0,1730.0,900.0,1730.0,900.0,1300.0,930.0,1330.0,900.0,1900.0,126.90751894381,37.5103548796906,02-831-3828,True
하나이비인후과의원,용산구,갈월동,의원,910.0,1800.0,910.0,1800.0,900.0,1900.0,910.0,1800.0,910.0,1800.0,910.0,1300.0,930.0,1330.0,1000.0,1300.0,126.971683656137,37.5447583877858,02-711-9001,True
하나이비인후과의원,성동구,옥수동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1330.0,930.0,1330.0,1000.0,1300.0,127.015191933825,37.5442707521164,02-2298-9930,True
하나항맥외과의원,관악구,봉천동,의원,930.0,1830.0,930.0,1830.0,830.0,1930.0,930.0,1830.0,930.0,1830.0,930.0,1400.0,930.0,1330.0,1000.0,1300.0,126.95377756286,37.4832951698794,02-875-7233,True
솔한의원,노원구,중계동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1700.0,900.0,1600.0,900.0,1300.0,127.07648549539236,37.65121864292709,02-931-9422,True
하늘숲소아청소년과의원,도봉구,쌍문동,의원,900.0,2000.0,900.0,1900.0,900.0,1900.0,900.0,2000.0,900.0,1900.0,900.0,1400.0,900.0,1700.0,900.0,1700.0,127.035289665973,37.6584179980264,02-904-3553,True
하늘이비인후과의원,영등포구,신길동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,900.0,1700.0,900.0,1700.0,126.916644177905,37.5002672614192,02-847-5075,True
하모니여성의원,용산구,한강로2가,의원,1000.0,2000.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1500.0,1200.0,1700.0,1000.0,1700.0,126.964892234354,37.5270404595814,02-793-3132,True
백이비인후과의원,동작구,사당동,의원,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1300.0,900.0,1300.0,900.0,1830.0,126.973243297085,37.4833057767884,02-582-3728,True
학동본내과의원,강남구,논현동,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1300.0,900.0,2100.0,900.0,1300.0,127.031186730157,37.514422743867,02-6205-7788,True
한가정의학과의원,구로구,고척동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,930.0,1330.0,930.0,1330.0,126.863482453949,37.5042090603849,02-2689-7525,True
한강외과의원,양천구,신월동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,900.0,1300.0,900.0,1300.0,126.842018042503,37.517760427962,02-2065-7575,True
한걸음가정의학과의원,도봉구,쌍문동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1300.0,900.0,1300.0,900.0,1300.0,127.013297998165,37.6547760721445,02-996-9110,False
한국의료재단아이에프씨의원,영등포구,여의도동,의원,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1200.0,900.0,1300.0,900.0,1300.0,126.924876706923,37.5251775245928,1544-2992,False
한국의학연구소케이엠아이여의도의원,영등포구,여의도동,의원,700.0,1600.0,700.0,1600.0,700.0,1230.0,700.0,1600.0,700.0,1600.0,700.0,1230.0,900.0,1300.0,900.0,1300.0,126.924840024112,37.5243047905812,02-368-8114,False
한국정형외과의원,영등포구,대림동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1500.0,900.0,1300.0,900.0,1300.0,126.899021008362,37.4945695144155,02-843-8275,True
한국정형외과의원,도봉구,창동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,900.0,1800.0,127.035007561729,37.6484631252934,02-903-1818,False
한국혈우재단의원,서초구,서초동,의원,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1230.0,900.0,1300.0,900.0,1800.0,127.017559696803,37.4890841356424,02-3473-6100,False
